Id,Title,Time,Type,Duration,Img,CoverBg,movieDesc,Released,Genre,Casts,Country,Production,IMDB_rating
146,Hustlers Take All,2024,Movie,105m,https://img.moviesjoy.is/resize/188x288/56/f4/56f440ed38e4b707dc4733a1f1827056/56f440ed38e4b707dc4733a1f1827056.jpg,https://img.moviesjoy.is/resize/1288x788/36/fd/36fd96e3946e781ad59be3c5730a35a9/36fd96e3946e781ad59be3c5730a35a9.jpg,"When an underground casino run by women recruits a brilliant young business grad, the casino’s biggest rival hatches a murderous plot to stay on top.",2024-08-10,"['thriller', 'crime']","['brooke-maroon', 'sarah-buxton', 'adrienne-barbeau', 'kyla-burke', 'justin-cuomo']",us,[],5.7
147,My Dreams of You,2024,Movie,84m,https://img.moviesjoy.is/resize/188x288/41/96/4196a3450d2b22e03dccdffc602ddf1e/4196a3450d2b22e03dccdffc602ddf1e.jpg,https://img.moviesjoy.is/resize/1288x788/9c/2e/9c2e4cd3eaae29e3a8fe3ad58ce16650/9c2e4cd3eaae29e3a8fe3ad58ce16650.jpg,"Grace has recurring dreams about a handsome stranger named Michael due to a mix-up in Dream Central. When they finally meet in person, Grace is shocked to learn he has no idea who she is.",2024-08-10,"['tv-movie', 'romance']","['kapil-talwalkar', 'david-rosser', 'jennie-esnard', 'kosta-haitas', 'skyler-samuels']",us,['hallmark-media'],6.3
148,Adios Amigo,2024,Movie,156m,https://img.moviesjoy.is/resize/188x288/1c/74/1c74b55dec29206ec3bc2a41f23b37ed/1c74b55dec29206ec3bc2a41f23b37ed.jpg,https://img.moviesjoy.is/resize/1288x788/65/8b/658b957322f919cd850c38bb49614480/658b957322f919cd850c38bb49614480.jpg,A man with financial troubles finds himself on a boozy road trip with a wealthy stranger.,2024-08-09,['drama'],[],in,['ashiq-usman-productions'],5.4
149,Daughters,2024,Movie,108m,https://img.moviesjoy.is/resize/188x288/91/36/9136fa82996103b53e46a2b2feeacf6b/9136fa82996103b53e46a2b2feeacf6b.jpg,https://img.moviesjoy.is/resize/1288x788/6a/5f/6a5f49e17ca7c4d1ba1456120496ab45/6a5f49e17ca7c4d1ba1456120496ab45.jpg,"Four young girls prepare for a special Daddy Daughter Dance with their incarcerated fathers, as part of a unique fatherhood program in a Washington, D.C., jail.",2024-08-09,['documentary'],[],gb,"['object-animal', 'epoch-films', 'simpson-street', 'xtr']",7.7
150,Inside the Mind of a Dog,2024,Movie,75m,https://img.moviesjoy.is/resize/188x288/3b/17/3b17c689b3e410e0782adc6030cefbad/3b17c689b3e410e0782adc6030cefbad.jpg,https://img.moviesjoy.is/resize/1288x788/f0/65/f0657bceb64a892d394910800baa8657/f0657bceb64a892d394910800baa8657.jpg,Embark on a delightful journey into the world of dogs in this documentary that reveals scientific and emotional insights about our lovable BFFs.,2024-08-09,['documentary'],['rob-lowe'],us,['red-rock-films'],7.2
151,Running on Empty,2024,Movie,91m,https://img.moviesjoy.is/resize/188x288/c5/c6/c5c62c72eada68fb2e50dba090d12dbc/c5c62c72eada68fb2e50dba090d12dbc.jpg,https://img.moviesjoy.is/resize/1288x788/84/5d/845d954649b8db23e9b949f2bff562d6/845d954649b8db23e9b949f2bff562d6.jpg,"When Mort finds out he has less than a year to live, his fiancé Nicole leaves him and he’s forced to accept his fate. Mort joins a dating service that matches people by their death dates and meets Kate, all while being stalked by a deranged pimp.",2024-08-09,"['romance', 'comedy']","['dustin-milligan', 'lucy-hale', 'jay-pharoah', 'monica-potter', 'jim-gaffigan']",us,"['icm-partners', 'analog-77-films', 'black-magic-productions', 'redwire-pictures', 'lucky-13-productions']",5
152,Phir Aayi Hasseen Dillruba,2024,Movie,133m,https://img.moviesjoy.is/resize/188x288/28/98/2898ed14674f2e6462022c65dcd49ae1/2898ed14674f2e6462022c65dcd49ae1.jpg,https://img.moviesjoy.is/resize/1288x788/14/13/141377a6726078dd9dcb8ab4de8fdd03/141377a6726078dd9dcb8ab4de8fdd03.jpg,"While evading the cops in Agra, Rani and Rishu scheme to run away together. But when their plans go awry, Rani asks a mild-mannered admirer for help.",2024-08-09,"['thriller', 'romance']","['sunny-kaushal', 'sonu', 'ambrish-saxena', 'trupti-khamkar', 'vikrant-massey']",in,"['colour-yellow-productions', 't-series']",5.8
153,The Shakedown,2024,Movie,104m,https://img.moviesjoy.is/resize/188x288/cc/80/cc80307038b09482e268c1e0a49811fc/cc80307038b09482e268c1e0a49811fc.jpg,https://img.moviesjoy.is/resize/1288x788/ef/c2/efc296a7e6f2011536bcf1a1e2ecfc09/efc296a7e6f2011536bcf1a1e2ecfc09.jpg,"When his mistress threatens to expose the secret of their affair, a respected insurance broker seeks the help of his underworld brother to save his reputation.",2024-08-08,"['crime', 'comedy']","['emmanuel-castis', 'milton-schorr', 'kate-normington', 'adam-neill', 'carl-beukes']",za,"['sketchbook-studios', 'amazon-studios']",5
154,Detained,2024,Movie,97m,https://img.moviesjoy.is/resize/188x288/b4/ab/b4abd9c3f6a67039ab8b6b115fadf79d/b4abd9c3f6a67039ab8b6b115fadf79d.jpg,https://img.moviesjoy.is/resize/1288x788/3e/9b/3e9b59d1e653341dc4fd1652177e154d/3e9b59d1e653341dc4fd1652177e154d.jpg,"In the dead of night, Rebecca wakes in a decrepit precinct, accused of a hit-and-run. But a deadly scuffle reveals a sinister plot. With nowhere to turn, she must uncover the truth before it consumes her. But Rebecca harbors secrets darker than they know.",2024-08-08,"['thriller', 'mystery', 'crime']","['breeda-wool', 'josefine-lindegaard', 'moon-bloodgood', 'silas-weir-mitchell', 'bernardo-de-paula']",us,['kinogo-pictures'],4.7
155,Mission: Cross,2024,Movie,100m,https://img.moviesjoy.is/resize/188x288/b6/24/b62476092851e487dbf78d75162e2be9/b62476092851e487dbf78d75162e2be9.jpg,https://img.moviesjoy.is/resize/1288x788/02/df/02dfd212c40fbb461f5ec3e3a2a8d171/02dfd212c40fbb461f5ec3e3a2a8d171.jpg,"In the ultimate test of marriage, an agent-turned-househusband gets tangled in a perilous mission with his detective wife, who's clueless about his past.",2024-08-08,"['action', 'comedy', 'adventure']","['ok-jayeon', 'kim-chanhyung', 'lee-hochul', 'kim-junhan', 'cha-laehyung']",kr,"['sanai-pictures', 'plus-m-entertainment', 'obra-creative-inc', 'megabox-plus-m']",6
156,Peak Season,2024,Movie,82m,https://img.moviesjoy.is/resize/188x288/22/44/22442855d444abaeae6b72ade0716a46/22442855d444abaeae6b72ade0716a46.jpg,https://img.moviesjoy.is/resize/1288x788/02/4d/024dd8f71004204604deddcaddb47ee1/024dd8f71004204604deddcaddb47ee1.jpg,"New York yuppies Amy & Max arrive in the wealthy resort town of Jackson Hole, Wyoming for a summer vacation. When Max is called away on business, Amy finds a friend in Loren, a local wilderness guide. They spend the week together exploring the Tetons. Both lonely and lost in their own lives, Amy & Loren share an instant connection. As her bond with Loren grows into something more than friendship, Amy questions whether she’ll return to NYC with Max after all.",2024-08-08,"['romance', 'comedy']","['ben-coleman', 'stephanie-courtney', 'fred-melamed', 'derrick-deblasis', 'caroline-kwan']",us,[],7.1
157,Lolo and the Kid,2024,Movie,97m,https://img.moviesjoy.is/resize/188x288/a7/69/a76969d5e2330f020026677a3d3a4e6e/a76969d5e2330f020026677a3d3a4e6e.jpg,https://img.moviesjoy.is/resize/1288x788/77/80/7780b580b98229601946d5f8d1009c1e/7780b580b98229601946d5f8d1009c1e.jpg,A hustler and the child he took in routinely con the wealthy — but a life-changing opportunity could end their inseparable bond.,2024-08-07,['drama'],"['alfred-vargas', 'joem-bascon', 'iza-calzado', 'juan-karlos-labajo', 'joel-torre']",us,[],6.4
158,One Fast Move,2024,Movie,107m,https://img.moviesjoy.is/resize/188x288/f9/af/f9af0b2f929ec31751f7243f979b2f74/f9af0b2f929ec31751f7243f979b2f74.jpg,https://img.moviesjoy.is/resize/1288x788/10/3a/103ae042f4f42881f55dbac00115320f/103ae042f4f42881f55dbac00115320f.jpg,"A dishonorably discharged soldier seeks out his estranged father to help him pursue his dream of becoming a professional motorcycle racer. While training, he meets a small-town, aspiring singer and a motorcycle shop owner who begin to break down the walls his father’s absence had built up.",2024-08-07,"['action', 'drama', 'romance']","['jackson-hurst', 'ellis-hobbs-iv', 'maia-reficco', 'ronny-mathew', 'rose-bianco']",us,"['gulfstream-pictures', 'luber-roklin-entertainment']",4.9
159,Borderlands,2024,Movie,101m,https://img.moviesjoy.is/resize/188x288/6c/b4/6cb4e77ee5666f21b28dd57eaef56c14/6cb4e77ee5666f21b28dd57eaef56c14.jpg,https://img.moviesjoy.is/resize/1288x788/b1/10/b1109cd721472462881aa3fb53b61ad4/b1109cd721472462881aa3fb53b61ad4.jpg,"Returning to her home planet, an infamous outlaw forms an unexpected alliance with a team of unlikely heroes. Together, they battle alien monsters and dangerous bandits to find a missing girl who holds the key to unimaginable power.",2024-08-07,"['action', 'science-fiction', 'adventure']","['janina-gavankar', 'harry-szovik', 'balazs-megyeri', 'benjamin-byron-davis', 'ariana-greenblatt']",us,"['picturestart', 'arad-productions', 'gearbox-studios', '2k', 'media-capital-technologies', 'lionsgate']",4.3
